prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,16,1,64,13.984
16,16,1,256,18.368
16,16,1,1024,19.424
16,16,2,16,13.856
16,16,2,64,14.017
16,16,2,256,18.56
16,16,2,1024,19.68
16,16,4,16,14.145
16,16,4,64,13.985
16,16,4,256,18.72
16,16,4,1024,20.544
16,16,8,16,14.208
16,16,8,64,14.464
16,16,8,256,18.656
16,16,8,1024,20.576
16,16,16,16,14.048
16,16,16,64,14.4
16,16,16,256,18.88
16,16,16,1024,23.584
16,16,32,16,14.624
16,16,32,64,15.008
16,16,32,256,19.584
16,16,32,1024,31.232
16,16,64,16,15.616
16,16,64,64,15.328
16,16,64,256,22.848
16,16,64,1024,47.776
16,16,128,16,15.392
16,16,128,64,18.657
16,16,128,256,29.631
16,16,128,1024,70.943
16,16,256,16,22.465
16,16,256,64,26.304
16,16,256,256,45.344
16,16,256,1024,116.063
16,64,0,0,13.663
16,64,1,16,13.76
16,64,1,64,14.047
16,64,1,256,18.43
16,64,1,1024,20.672
16,64,2,16,13.952
16,64,2,64,13.888
16,64,2,256,19.008
16,64,2,1024,20.512
16,64,4,16,14.082
16,64,4,64,14.049
16,64,4,256,18.88
16,64,4,1024,20.35
16,64,8,16,13.953
16,64,8,64,14.464
16,64,8,256,18.752
16,64,8,1024,20.896
16,64,16,16,14.016
16,64,16,64,14.368
16,64,16,256,19.073
16,64,16,1024,24.48
16,64,32,16,14.881
16,64,32,64,14.72
16,64,32,256,19.456
16,64,32,1024,30.976
16,64,64,16,14.945
16,64,64,64,15.456
16,64,64,256,21.216
16,64,64,1024,47.072
16,64,128,16,15.711
16,64,128,64,18.367
16,64,128,256,30.24
16,64,128,1024,70.784
16,64,256,16,22.913
16,64,256,64,26.624
16,64,256,256,44.512
16,64,256,1024,116.416
16,256,0,0,18.688
16,256,1,16,18.753
16,256,1,64,18.656
16,256,1,256,19.104
16,256,1,1024,20.96
16,256,2,16,18.849
16,256,2,64,19.263
16,256,2,256,18.847
16,256,2,1024,19.584
16,256,4,16,18.624
16,256,4,64,18.624
16,256,4,256,18.911
16,256,4,1024,21.054
16,256,8,16,18.848
16,256,8,64,18.688
16,256,8,256,19.04
16,256,8,1024,20.736
16,256,16,16,18.624
16,256,16,64,19.04
16,256,16,256,18.528
16,256,16,1024,24.736
16,256,32,16,18.816
16,256,32,64,19.04
16,256,32,256,19.744
16,256,32,1024,31.488
16,256,64,16,19.968
16,256,64,64,19.584
16,256,64,256,21.793
16,256,64,1024,48.224
16,256,128,16,20.544
16,256,128,64,22.559
16,256,128,256,29.248
16,256,128,1024,71.2
16,256,256,16,22.498
16,256,256,64,25.6
16,256,256,256,46.112
16,256,256,1024,119.232
16,1024,0,0,21.568
16,1024,1,16,20.704
16,1024,1,64,21.024
16,1024,1,256,21.888
16,1024,1,1024,21.6
16,1024,2,16,20.417
16,1024,2,64,21.12
16,1024,2,256,21.952
16,1024,2,1024,21.312
16,1024,4,16,20.928
16,1024,4,64,20.576
16,1024,4,256,21.408
16,1024,4,1024,21.792
16,1024,8,16,20.865
16,1024,8,64,20.864
16,1024,8,256,22.016
16,1024,8,1024,21.856
16,1024,16,16,20.802
16,1024,16,64,20.896
16,1024,16,256,21.856
16,1024,16,1024,24.32
16,1024,32,16,20.992
16,1024,32,64,21.441
16,1024,32,256,23.617
16,1024,32,1024,32.129
16,1024,64,16,21.217
16,1024,64,64,22.623
16,1024,64,256,32.32
16,1024,64,1024,48.256
16,1024,128,16,25.44
16,1024,128,64,27.423
16,1024,128,256,35.808
16,1024,128,1024,72.767
16,1024,256,16,32.352
16,1024,256,64,35.68
16,1024,256,256,52.192
16,1024,256,1024,116.512
64,0,0,0,15.008
64,0,1,16,14.753
64,0,1,64,14.783
64,0,1,256,18.528
64,0,1,1024,20.832
64,0,2,16,14.464
64,0,2,64,14.912
64,0,2,256,18.752
64,0,2,1024,20.384
64,0,4,16,14.848
64,0,4,64,15.007
64,0,4,256,18.624
64,0,4,1024,20.416
64,0,8,16,14.657
64,0,8,64,14.848
64,0,8,256,18.656
64,0,8,1024,21.121
64,0,16,16,14.624
64,0,16,64,14.624
64,0,16,256,19.04
64,0,16,1024,23.68
64,0,32,16,15.201
64,0,32,64,15.232
64,0,32,256,19.584
64,0,32,1024,31.68
64,0,64,16,14.943
64,0,64,64,15.616
64,0,64,256,21.535
64,0,64,1024,46.944
64,0,128,16,16.289
64,0,128,64,18.4
64,0,128,256,30.432
64,0,128,1024,68.929
64,0,256,16,23.008
64,0,256,64,25.984
64,0,256,256,44.191
64,0,256,1024,115.712
64,16,0,0,14.847
64,16,1,16,15.007
64,16,1,64,15.201
64,16,1,256,18.912
64,16,1,1024,19.554
64,16,2,16,14.688
64,16,2,64,14.688
64,16,2,256,18.817
64,16,2,1024,20.544
64,16,4,16,15.232
64,16,4,64,15.136
64,16,4,256,18.785
64,16,4,1024,20.704
64,16,8,16,14.655
64,16,8,64,14.592
64,16,8,256,18.72
64,16,8,1024,20.8
64,16,16,16,14.464
64,16,16,64,14.496
64,16,16,256,18.657
64,16,16,1024,23.456
64,16,32,16,14.816
64,16,32,64,15.071
64,16,32,256,19.201
64,16,32,1024,31.712
64,16,64,16,15.2
64,16,64,64,15.168
64,16,64,256,21.407
64,16,64,1024,46.528
64,16,128,16,16
64,16,128,64,18.366
64,16,128,256,29.888
64,16,128,1024,68.447
64,16,256,16,22.143
64,16,256,64,26.048
64,16,256,256,44.768
64,16,256,1024,117.569
64,64,0,0,16.609
64,64,1,16,16.447
64,64,1,64,16.864
64,64,1,256,19.008
64,64,1,1024,20.928
64,64,2,16,16.385
64,64,2,64,16.608
64,64,2,256,18.72
64,64,2,1024,21.185
64,64,4,16,16.896
64,64,4,64,16.702
64,64,4,256,18.978
64,64,4,1024,20.352
64,64,8,16,16.544
64,64,8,64,16.608
64,64,8,256,18.912
64,64,8,1024,20.8
64,64,16,16,16.992
64,64,16,64,17.056
64,64,16,256,18.816
64,64,16,1024,22.912
64,64,32,16,16.608
64,64,32,64,16.864
64,64,32,256,19.647
64,64,32,1024,31.359
64,64,64,16,16.896
64,64,64,64,17.247
64,64,64,256,21.248
64,64,64,1024,48.64
64,64,128,16,17.536
64,64,128,64,19.968
64,64,128,256,29.407
64,64,128,1024,70.241
64,64,256,16,23.135
64,64,256,64,26.143
64,64,256,256,46.59
64,64,256,1024,118.08
64,256,0,0,19.392
64,256,1,16,19.648
64,256,1,64,19.424
64,256,1,256,19.423
64,256,1,1024,21.697
64,256,2,16,19.423
64,256,2,64,19.424
64,256,2,256,19.232
64,256,2,1024,20.8
64,256,4,16,19.936
64,256,4,64,19.329
64,256,4,256,19.264
64,256,4,1024,21.024
64,256,8,16,19.423
64,256,8,64,19.265
64,256,8,256,19.2
64,256,8,1024,20.991
64,256,16,16,19.2
64,256,16,64,19.168
64,256,16,256,20.128
64,256,16,1024,27.553
64,256,32,16,19.647
64,256,32,64,19.521
64,256,32,256,19.808
64,256,32,1024,31.265
64,256,64,16,19.839
64,256,64,64,20.481
64,256,64,256,21.951
64,256,64,1024,48.16
64,256,128,16,21.28
64,256,128,64,23.551
64,256,128,256,30.271
64,256,128,1024,72.032
64,256,256,16,22.881
64,256,256,64,25.792
64,256,256,256,47.393
64,256,256,1024,116.352
64,1024,0,0,24.288
64,1024,1,16,24.638
64,1024,1,64,24.48
64,1024,1,256,25.184
64,1024,1,1024,24.8
64,1024,2,16,24.544
64,1024,2,64,23.968
64,1024,2,256,25.024
64,1024,2,1024,24.801
64,1024,4,16,23.392
64,1024,4,64,24.063
64,1024,4,256,24.32
64,1024,4,1024,24.288
64,1024,8,16,23.361
64,1024,8,64,24.032
64,1024,8,256,24.608
64,1024,8,1024,25.12
64,1024,16,16,24.255
64,1024,16,64,24.223
64,1024,16,256,25.087
64,1024,16,1024,27.84
64,1024,32,16,24.191
64,1024,32,64,24.353
64,1024,32,256,27.36
64,1024,32,1024,33.056
64,1024,64,16,24.16
64,1024,64,64,24.798
64,1024,64,256,32.991
64,1024,64,1024,48.384
64,1024,128,16,26.24
64,1024,128,64,28.415
64,1024,128,256,38.912
64,1024,128,1024,70.048
64,1024,256,16,35.232
64,1024,256,64,36.799
64,1024,256,256,52.832
64,1024,256,1024,119.103
256,0,0,0,20.191
256,0,1,16,20.576
256,0,1,64,20.288
256,0,1,256,19.937
256,0,1,1024,21.728
256,0,2,16,19.936
256,0,2,64,20.48
256,0,2,256,20
256,0,2,1024,21.6
256,0,4,16,20.447
256,0,4,64,20.863
256,0,4,256,20.447
256,0,4,1024,21.408
256,0,8,16,20.192
256,0,8,64,20.094
256,0,8,256,20.288
256,0,8,1024,22.399
256,0,16,16,19.808
256,0,16,64,20.799
256,0,16,256,20.064
256,0,16,1024,29.569
256,0,32,16,20.384
256,0,32,64,20.448
256,0,32,256,20.704
256,0,32,1024,32.736
256,0,64,16,20.415
256,0,64,64,20.704
256,0,64,256,23.649
256,0,64,1024,49.408
256,0,128,16,21.76
256,0,128,64,22.719
256,0,128,256,30.176
256,0,128,1024,70.368
256,0,256,16,23.296
256,0,256,64,26.176
256,0,256,256,45.536
256,0,256,1024,114.56
256,16,0,0,20.225
256,16,1,16,20.095
256,16,1,64,20.192
256,16,1,256,20.385
256,16,1,1024,21.76
256,16,2,16,20.095
256,16,2,64,20.32
256,16,2,256,20.448
256,16,2,1024,21.728
256,16,4,16,20.256
256,16,4,64,19.776
256,16,4,256,20.064
256,16,4,1024,21.664
256,16,8,16,20.448
256,16,8,64,20.288
256,16,8,256,20.704
256,16,8,1024,22.464
256,16,16,16,20.448
256,16,16,64,20.8
256,16,16,256,20.576
256,16,16,1024,26.016
256,16,32,16,20.961
256,16,32,64,20.929
256,16,32,256,20.543
256,16,32,1024,32.544
256,16,64,16,20.383
256,16,64,64,21.472
256,16,64,256,23.521
256,16,64,1024,50.144
256,16,128,16,21.44
256,16,128,64,23.008
256,16,128,256,30.144
256,16,128,1024,69.119
256,16,256,16,23.264
256,16,256,64,25.824
256,16,256,256,44.96
256,16,256,1024,114.91
256,64,0,0,19.68
256,64,1,16,20.191
256,64,1,64,20.16
256,64,1,256,19.904
256,64,1,1024,21.184
256,64,2,16,20.192
256,64,2,64,20.194
256,64,2,256,20.096
256,64,2,1024,21.568
256,64,4,16,20
256,64,4,64,20.384
256,64,4,256,20.384
256,64,4,1024,21.154
256,64,8,16,19.84
256,64,8,64,20.64
256,64,8,256,19.968
256,64,8,1024,22.944
256,64,16,16,20.224
256,64,16,64,20.737
256,64,16,256,20.224
256,64,16,1024,29.6
256,64,32,16,20.416
256,64,32,64,20.704
256,64,32,256,20.192
256,64,32,1024,31.744
256,64,64,16,20.512
256,64,64,64,21.216
256,64,64,256,23.2
256,64,64,1024,49.055
256,64,128,16,21.856
256,64,128,64,22.847
256,64,128,256,30.592
256,64,128,1024,70.144
256,64,256,16,23.808
256,64,256,64,25.792
256,64,256,256,46.338
256,64,256,1024,115.008
256,256,0,0,24.512
256,256,1,16,24.288
256,256,1,64,24.799
256,256,1,256,25.472
256,256,1,1024,22.656
256,256,2,16,23.968
256,256,2,64,24.192
256,256,2,256,25.343
256,256,2,1024,22.463
256,256,4,16,23.872
256,256,4,64,23.712
256,256,4,256,24.992
256,256,4,1024,22.208
256,256,8,16,24.127
256,256,8,64,24.095
256,256,8,256,25.312
256,256,8,1024,26.112
256,256,16,16,24.256
256,256,16,64,23.615
256,256,16,256,26.527
256,256,16,1024,29.888
256,256,32,16,24.129
256,256,32,64,24.673
256,256,32,256,27.328
256,256,32,1024,39.009
256,256,64,16,24.737
256,256,64,64,25.471
256,256,64,256,34.08
256,256,64,1024,47.967
256,256,128,16,26.112
256,256,128,64,27.81
256,256,128,256,45.856
256,256,128,1024,69.568
256,256,256,16,36.256
256,256,256,64,37.6
256,256,256,256,52.833
256,256,256,1024,114.528
256,1024,0,0,25.887
256,1024,1,16,25.696
256,1024,1,64,25.761
256,1024,1,256,27.266
256,1024,1,1024,27.553
256,1024,2,16,23.072
256,1024,2,64,25.761
256,1024,2,256,26.048
256,1024,2,1024,26.784
256,1024,4,16,25.28
256,1024,4,64,25.408
256,1024,4,256,25.792
256,1024,4,1024,25.953
256,1024,8,16,25.569
256,1024,8,64,26.335
256,1024,8,256,26.369
256,1024,8,1024,27.456
256,1024,16,16,26.688
256,1024,16,64,26.495
256,1024,16,256,27.904
256,1024,16,1024,29.727
256,1024,32,16,25.504
256,1024,32,64,26.112
256,1024,32,256,29.984
256,1024,32,1024,38.784
256,1024,64,16,26.816
256,1024,64,64,26.72
256,1024,64,256,33.729
256,1024,64,1024,60.033
256,1024,128,16,26.016
256,1024,128,64,30.08
256,1024,128,256,45.599
256,1024,128,1024,93.248
256,1024,256,16,36.063
256,1024,256,64,37.342
256,1024,256,256,61.024
256,1024,256,1024,119.552
1024,0,0,0,29.985
1024,0,1,16,29.792
1024,0,1,64,30.24
1024,0,1,256,30.112
1024,0,1,1024,30.944
1024,0,2,16,30.912
1024,0,2,64,29.952
1024,0,2,256,31.072
1024,0,2,1024,31.231
1024,0,4,16,30.465
1024,0,4,64,29.889
1024,0,4,256,32.032
1024,0,4,1024,31.232
1024,0,8,16,30.655
1024,0,8,64,31.104
1024,0,8,256,31.968
1024,0,8,1024,33.503
1024,0,16,16,30.432
1024,0,16,64,30.304
1024,0,16,256,33.666
1024,0,16,1024,33.184
1024,0,32,16,30.368
1024,0,32,64,30.944
1024,0,32,256,34.048
1024,0,32,1024,45.343
1024,0,64,16,30.497
1024,0,64,64,31.616
1024,0,64,256,31.584
1024,0,64,1024,64.032
1024,0,128,16,34.846
1024,0,128,64,36.704
1024,0,128,256,48.767
1024,0,128,1024,91.423
1024,0,256,16,43.424
1024,0,256,64,43.137
1024,0,256,256,63.04
1024,0,256,1024,133.983
1024,16,0,0,29.569
1024,16,1,16,30.273
1024,16,1,64,29.952
1024,16,1,256,30.592
1024,16,1,1024,29.823
1024,16,2,16,29.792
1024,16,2,64,30.176
1024,16,2,256,30.719
1024,16,2,1024,30.815
1024,16,4,16,30.528
1024,16,4,64,30.752
1024,16,4,256,32.864
1024,16,4,1024,30.56
1024,16,8,16,30.271
1024,16,8,64,30.368
1024,16,8,256,32.256
1024,16,8,1024,32.96
1024,16,16,16,30.401
1024,16,16,64,30.496
1024,16,16,256,32.833
1024,16,16,1024,33.792
1024,16,32,16,30.433
1024,16,32,64,31.041
1024,16,32,256,33.921
1024,16,32,1024,45.665
1024,16,64,16,31.008
1024,16,64,64,30.976
1024,16,64,256,32.063
1024,16,64,1024,62.912
1024,16,128,16,34.656
1024,16,128,64,36.32
1024,16,128,256,48.319
1024,16,128,1024,89.857
1024,16,256,16,42.464
1024,16,256,64,44.352
1024,16,256,256,66.368
1024,16,256,1024,132.288
1024,64,0,0,30.592
1024,64,1,16,30.4
1024,64,1,64,31.072
1024,64,1,256,31.552
1024,64,1,1024,30.814
1024,64,2,16,31.904
1024,64,2,64,30.848
1024,64,2,256,31.327
1024,64,2,1024,31.039
1024,64,4,16,31.264
1024,64,4,64,31.168
1024,64,4,256,32.639
1024,64,4,1024,30.143
1024,64,8,16,30.945
1024,64,8,64,31.264
1024,64,8,256,31.071
1024,64,8,1024,31.713
1024,64,16,16,31.264
1024,64,16,64,31.36
1024,64,16,256,32.256
1024,64,16,1024,32.064
1024,64,32,16,30.079
1024,64,32,64,29.44
1024,64,32,256,33.888
1024,64,32,1024,45.984
1024,64,64,16,31.808
1024,64,64,64,31.615
1024,64,64,256,31.937
1024,64,64,1024,64.064
1024,64,128,16,34.943
1024,64,128,64,36.097
1024,64,128,256,46.912
1024,64,128,1024,89.024
1024,64,256,16,43.136
1024,64,256,64,43.392
1024,64,256,256,65.28
1024,64,256,1024,136.512
1024,256,0,0,30.912
1024,256,1,16,31.551
1024,256,1,64,31.552
1024,256,1,256,30.432
1024,256,1,1024,31.841
1024,256,2,16,31.105
1024,256,2,64,30.784
1024,256,2,256,31.967
1024,256,2,1024,33.118
1024,256,4,16,30.625
1024,256,4,64,31.231
1024,256,4,256,30.688
1024,256,4,1024,31.52
1024,256,8,16,30.72
1024,256,8,64,30.208
1024,256,8,256,32
1024,256,8,1024,34.272
1024,256,16,16,30.144
1024,256,16,64,30.688
1024,256,16,256,34.239
1024,256,16,1024,34.049
1024,256,32,16,30.752
1024,256,32,64,31.488
1024,256,32,256,31.328
1024,256,32,1024,45.376
1024,256,64,16,34.496
1024,256,64,64,34.848
1024,256,64,256,32.513
1024,256,64,1024,63.936
1024,256,128,16,34.88
1024,256,128,64,35.712
1024,256,128,256,45.952
1024,256,128,1024,90.273
1024,256,256,16,43.936
1024,256,256,64,44.064
1024,256,256,256,64.352
1024,256,256,1024,132.384
1024,1024,0,0,33.887
1024,1024,1,16,34.721
1024,1024,1,64,33.696
1024,1024,1,256,34.496
1024,1024,1,1024,34.592
1024,1024,2,16,34.848
1024,1024,2,64,34.977
1024,1024,2,256,34.079
1024,1024,2,1024,35.583
1024,1024,4,16,33.825
1024,1024,4,64,34.912
1024,1024,4,256,34.816
1024,1024,4,1024,37.056
1024,1024,8,16,34.08
1024,1024,8,64,33.312
1024,1024,8,256,33.759
1024,1024,8,1024,36.67
1024,1024,16,16,33.345
1024,1024,16,64,33.28
1024,1024,16,256,33.824
1024,1024,16,1024,38.558
1024,1024,32,16,34.463
1024,1024,32,64,32.928
1024,1024,32,256,33.697
1024,1024,32,1024,41.856
1024,1024,64,16,36.769
1024,1024,64,64,35.008
1024,1024,64,256,42.176
1024,1024,64,1024,61.728
1024,1024,128,16,40.606
1024,1024,128,64,41.825
1024,1024,128,256,48.193
1024,1024,128,1024,90.945
1024,1024,256,16,46.88
1024,1024,256,64,49.217
1024,1024,256,256,65.473
1024,1024,256,1024,132.929
